H(t) : 0 ;0 ;0.0420221 ;0.0361439 ;0.0310879 ;0.026739 ;0.0229985 ;0.0197812 ;0.017014 ;0.0146339 ;0.0125868 ;0.010826 ;0.00931155 ;0.00800894 ;0.0787769 ;0.00592525 ;0.00509607 ;0.00438317 ;0.00377 ;0.00324261 ;0.002789 ;0.00239884 ;0.036588 ;0.0329263 ;0.0296345 ;0.0266747 ;0.0240131 ;0.0216193 ;0.019466 ;0.0175289 ;0.0157859 ;0.0142175 ;0.0831398 ;0.0115356 ;0.0103918 ;0.00936225 ;0.00843525 ;0.00760054 ;0.00684885 ;0.00617188 ;0.00556215 ;0.00501292 ;0.0898882 ;0.00407299 ;0.00367088 ;0.00330906 ;0.00298303 ;0.00268924 ;0.00242447 ;0.00218586 ;0.00197081 ;0.00177697 ;0.0868834 ;
Equation : 
Nashâ€“Sutcliffe efficiency : 62.3799 
Type ; weight ; alfa ; beta; shift;  
gamma ; 1.20777 ;9.97937 ;0.050083 ;32.9902 ;
gamma ; 0.627659 ;10 ;0.0548956 ;42.1237 ;
gamma ; 0.324211 ;1.00001 ;6.63581 ;2.78191 ;
gamma ; 0.372167 ;1.00001 ;9.72638 ;22.0365 ;
gamma ; 0.605695 ;9.9921 ;0.0540421 ;14.3394 ;
gamma ; 1.09253 ;8.18931 ;0.31041 ;52.4053 ;
Type ; weight ; m ; q ; shift;  
